Activity database,Activity code,Activity name,Activity unit,Activity type,Exchange database,Exchange input,Exchange amount,Exchange unit,Exchange type,Exchange uncertainty type,Exchange loc,Exchange scale,pedigree,scale without pedigree,Exchange's common name,Exchange location,Exchange category,comment
Demand vector,PVOLSBAPOS_E_rre2,PVOLSBAPOS_Recycling_EOL_2,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_E_rre2,PVOLSBAPOS_Recycling_EOL_2,unit,process,Modified dataset,SC_600_APOS,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBAPOS_Ed2,PVOLSBAPOS_Landfilling_2,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ed2,PVOLSBAPOS_Landfilling_2,unit,process,Modified dataset,SC_600_APOS,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBAPOS_Ed2,PVOLSBAPOS_Landfilling_2,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,16,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ed2,PVOLSBAPOS_Landfilling_2,unit,process,ecoinvent 3_5 apos,477c481ea9fb2c0061c0af22377b8f50,-500,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,PVOLSBAPOS_Etot_2_LCI,PVOLSBAPOS_Inventaire_tot_2,unit,process,Demand vector,PVOLSBAPOS_Ev2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_2_LCI,PVOLSBAPOS_Inventaire_tot_2,unit,process,Demand vector,PVOLSBAPOS_ASB2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_2_LCI,PVOLSBAPOS_Inventaire_tot_2,unit,process,Demand vector,PVOLSBAPOS_DSB2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_2_LCI,PVOLSBAPOS_Inventaire_tot_2,unit,process,Demand vector,PVOLSBAPOS_E_rre2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_2_LCI,PVOLSBAPOS_Inventaire_tot_2,unit,process,Demand vector,PVOLSBAPOS_Ed2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Ev3,PVOLSBAPOS_Virgin_production_3,unit,process,ecoinvent 3_5 apos,1fb17fa8efc03a72112ff20123b975e2,1,cubic meter,technosphere,0,1,,,,oriented strand board,CA-QC,,EcoSpold01Location=RER
Demand vector,PVOLSBAPOS_ASB3,PVOLSBAPOS_Assembling_3,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,24.5,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_DSB3,PVOLSBAPOS_Disassembly_deconst_3,unit,process,ecoinvent 3_5 apos,f475ad02498fff08b3b9f20443bfebba,25.13,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,PVOLSBAPOS_E_rre3,PVOLSBAPOS_Recycling_EOL_3,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_E_rre3,PVOLSBAPOS_Recycling_EOL_3,unit,process,Modified dataset,SC_600_APOS,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBAPOS_Ed3,PVOLSBAPOS_Landfilling_3,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ed3,PVOLSBAPOS_Landfilling_3,unit,process,Modified dataset,SC_600_APOS,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBAPOS_Ed3,PVOLSBAPOS_Landfilling_3,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,22.4,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ed3,PVOLSBAPOS_Landfilling_3,unit,process,ecoinvent 3_5 apos,477c481ea9fb2c0061c0af22377b8f50,-700,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,PVOLSBAPOS_Etot_3_LCI,PVOLSBAPOS_Inventaire_tot_3,unit,process,Demand vector,PVOLSBAPOS_Ev3,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_3_LCI,PVOLSBAPOS_Inventaire_tot_3,unit,process,Demand vector,PVOLSBAPOS_ASB3,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_3_LCI,PVOLSBAPOS_Inventaire_tot_3,unit,process,Demand vector,PVOLSBAPOS_DSB3,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_3_LCI,PVOLSBAPOS_Inventaire_tot_3,unit,process,Demand vector,PVOLSBAPOS_E_rre3,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_3_LCI,PVOLSBAPOS_Inventaire_tot_3,unit,process,Demand vector,PVOLSBAPOS_Ed3,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Ev4,PVOLSBAPOS_Virgin_production_4,unit,process,Modified dataset,PB_product_Qc_APOS,1,cubic meter,technosphere,0,1,,,,"particle board, for indoor use",,,
Demand vector,PVOLSBAPOS_ASB4,PVOLSBAPOS_Assembling_4,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,21,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_DSB4,PVOLSBAPOS_Disassembly_deconst_4,unit,process,ecoinvent 3_5 apos,f475ad02498fff08b3b9f20443bfebba,25.13,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,PVOLSBAPOS_E_rre4,PVOLSBAPOS_Recycling_EOL_4,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_E_rre4,PVOLSBAPOS_Recycling_EOL_4,unit,process,Modified dataset,SC_600_APOS,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBAPOS_Ed4,PVOLSBAPOS_Landfilling_4,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ed4,PVOLSBAPOS_Landfilling_4,unit,process,Modified dataset,SC_600_APOS,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBAPOS_Ed4,PVOLSBAPOS_Landfilling_4,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,22.4,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ed4,PVOLSBAPOS_Landfilling_4,unit,process,ecoinvent 3_5 apos,477c481ea9fb2c0061c0af22377b8f50,-700,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,PVOLSBAPOS_Etot_4_LCI,PVOLSBAPOS_Inventaire_tot_4,unit,process,Demand vector,PVOLSBAPOS_Ev4,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_4_LCI,PVOLSBAPOS_Inventaire_tot_4,unit,process,Demand vector,PVOLSBAPOS_ASB4,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_4_LCI,PVOLSBAPOS_Inventaire_tot_4,unit,process,Demand vector,PVOLSBAPOS_DSB4,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_4_LCI,PVOLSBAPOS_Inventaire_tot_4,unit,process,Demand vector,PVOLSBAPOS_E_rre4,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Etot_4_LCI,PVOLSBAPOS_Inventaire_tot_4,unit,process,Demand vector,PVOLSBAPOS_Ed4,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBAPOS_Ev5,PVOLSBAPOS_Virgin_production_5,unit,process,ecoinvent 3_5 apos,0943c6d8ce2dd411b1e7a0d16491db5e,0.1178,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBAPOS_Ev5,PVOLSBAPOS_Virgin_production_5,unit,process,ecoinvent 3_5 apos,9e2f7f150c81586402293d47bdf0fa6b,1,kilowatt hour,technosphere,0,1,,,,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",CA-QC,,Electricl efficiency referring to the LHV of the fuel input
Demand vector,PVOLSBAPOS_Etot_5_LCI,PVOLSBAPOS_Inventaire_tot_5,unit,process,Demand vector,PVOLSBAPOS_Ev5,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,ecoinvent 3_5 consequential,d8e85c48d4ff5b76ac7bc44d9ecd7434,1,cubic meter,technosphere,0,1,,,,"sawnwood, beam, softwood, dried (u=20%), planed",CA-QC,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,Modified Lorry,32,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,Modified building machine,17.95,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,Modified Lorry,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,SC_600_ Conseq,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,Modified Lorry,184.175,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,100.78,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,Modified consequential datasets,Modified Lorry,7.52,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade1,FPICQBCQ_cascade1,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,-235,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,ecoinvent 3_5 consequential,d8e85c48d4ff5b76ac7bc44d9ecd7434,-1,cubic meter,technosphere,0,1,,,,"sawnwood, beam, softwood, dried (u=20%), planed",CA-QC,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,Modified Lorry,-35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,Modified building machine,-17.95,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,Modified Lorry,-25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,SC_600_ Conseq,-1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,Modified Lorry,-7.52,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,235,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,Modified Lorry,-26.5,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub1,FPICQBCQ_substitution1,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,-313.9,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ealt1,FPICQBCQ_alternative1,unit,process,ecoinvent 3_5 consequential,8ed5d31ef717480182e67c475fe5bff4,213.1,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,
Demand vector,FPICQBCQ_Etot_1_LCI,FPICQBCQ Inventaire total 1,unit,process,Demand vector,FPICQBCQ_Ecascade1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Etot_1_LCI,FPICQBCQ Inventaire total 1,unit,process,Demand vector,FPICQBCQ_Esub1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Etot_1_LCI,FPICQBCQ Inventaire total 1,unit,process,Demand vector,FPICQBCQ_Ealt1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Recyc_glulam_production_conseq,0.3604,cubic meter,technosphere,0,1,,,,"glued laminated timber, for indoor use",CA-QC,,EcoSpold01Location=RER
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Modified Lorry,125.78,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Modified building machine,45.77,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Modified Lorry,9.01,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,SC_600_ Conseq,0.3604,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Modified Lorry,2.45,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,57.82,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,Modified consequential datasets,Modified Lorry,0.58,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade2,FPICQBCQ_cascade2,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,-18.02,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,ecoinvent 3_5 consequential,ef86cbafbf78b349411cdb3d7d8cbbd0,-0.3604,cubic meter,technosphere,0,1,,,,"glued laminated timber, for indoor use",CA-QC,,EcoSpold01Location=RER
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,Modified Lorry,-125.78,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,Modified building machine,-6.47,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,Modified Lorry,-9.01,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,SC_600_ Conseq,-0.3604,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,Modified Lorry,-2.71,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,84.69,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,Modified Lorry,-9.55,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub2,FPICQBCQ_substitution2,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,-113.1,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ealt2,FPICQBCQ_alternative2,unit,process,ecoinvent 3_5 consequential,8ed5d31ef717480182e67c475fe5bff4,55.3,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,
Demand vector,FPICQBCQ_Etot_2_LCI,FPICQBCQ Inventaire total 2,unit,process,Demand vector,FPICQBCQ_Ecascade2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Etot_2_LCI,FPICQBCQ Inventaire total 2,unit,process,Demand vector,FPICQBCQ_Esub2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Etot_2_LCI,FPICQBCQ Inventaire total 2,unit,process,Demand vector,FPICQBCQ_Ealt2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Recyc_OSB_conseq,0.2373,cubic meter,technosphere,0,1,,,,oriented strand board,CA-QC,,EcoSpold01Location=RER
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Modified Lorry,5.81,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Modified building machine,42.48,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Modified Lorry,8.31,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,SC_600_ Conseq,0.2373,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Modified Lorry,41.56,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,21.32,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,Modified consequential datasets,Modified Lorry,0.53155,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade3,FPICQBCQ_cascade3,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,16.61,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,ecoinvent 3_5 consequential,ccbf24b1232c728d5ec8a3af20ca1e25,-0.2373,cubic meter,technosphere,0,1,,,,oriented strand board,CA-QC,,EcoSpold01Location=RER
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,Modified Lorry,-26.58,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,Modified building machine,-4.26,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,Modified Lorry,-8.31,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,SC_600_ Conseq,-0.2373,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,Modified Lorry,-2.498,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,78.07,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,Modified Lorry,-8.8,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub3,FPICQBCQ_substitution3,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,-104.3,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ealt3,FPICQBCQ_alternative3,unit,process,ecoinvent 3_5 consequential,8ed5d31ef717480182e67c475fe5bff4,83,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,
Demand vector,FPICQBCQ_Etot_3_LCI,FPICQBCQ Inventaire total 3,unit,process,Demand vector,FPICQBCQ_Ecascade3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Etot_3_LCI,FPICQBCQ Inventaire total 3,unit,process,Demand vector,FPICQBCQ_Esub3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Etot_3_LCI,FPICQBCQ Inventaire total 3,unit,process,Demand vector,FPICQBCQ_Ealt3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Recyc_PB_QC_Conseq,0.2357,cubic meter,technosphere,0,1,,,,"particle board, for indoor use",RoW,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Modified Lorry,40.92,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Modified building machine,42.19,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Modified Lorry,8.25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,SC_600_ Conseq,0.2357,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Modified Lorry,23.1,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Recyc_WC_cogeneration_conseq,0,kilowatt hour,technosphere,0,1,,,,"electricity, high voltage",CA-QC,,In-house cogen from already available chips
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,Modified consequential datasets,Modified Lorry,0,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Ecascade4,FPICQBCQ_cascade4,unit,process,ecoinvent 3_5 consequential,53354d33c49f9f62e59c0903a5ec0cc0,0,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPICQBCQ_Esub4,FPICQBCQ_substitution4,unit,process,Modified consequential datasets,PB_production_QC_Conseq,-0.2357,cubic meter,technosphere,0,1,,,,"particle board, for indoor use",RoW,,
Demand vector,FPICQBCQ_Esub4,FPICQBCQ_substitution4,unit,process,Modified consequential datasets,Modified Lorry,-26.4,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
Demand vector,FPICQBCQ_Esub4,FPICQBCQ_substitution4,unit,process,Modified consequential datasets,Modified building machine,-4.23,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",CA-QC,,
Demand vector,FPICQBCQ_Esub4,FPICQBCQ_substitution4,unit,process,Modified consequential datasets,Modified Lorry,-8.25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",CA-QC,,
